Word,SegmentationA,SegmentationB,SegmentationC
aluyukwyukwevela,a-lu-yu-kw-evel-a,a-lu-yukw-evel-a,aluyukw-evel-a
aluzukummisela,a-lu-zuku-m-misel-a,a-lu-zuku-m-misel-a,aluzuku-m-misel-a
aluzukuqala,a-lu-zuku-qala,e-ku-nga-s-e-ni,aluzuku-qala
aluzukusesha,a-lu-zuku-sesh-a,ka-hle,aluzuku-sesh-a
aluzukuvaleka,a-lu-zuku-valek-a,nga-ma-gugu,aluzuku-valek-a
aluzukuzukubambisisa,a-lu-zuku-bambisis-a,a-lu-zuku-bambisis-a,aluzuku-bambisis-a
aluzukuzukubangela,a-lu-zuku-bangel-a,a-lu-zuku-bangel-a,aluzuku-bangel-a
aluzukuzukubatshazwa,a-lu-zuku-batshazw-a,a-lu-zuku-batshazw-a,aluzuku-batshazw-a
aluzukuzukubeka,a-lu-zuku-bek-a,a-lu-zuku-bek-a,aluzuku-bek-a
aluzukuzukubethisa,a-lu-zuku-bethis-a,a-lu-zuku-bethis-a,aluzuku-bethis-a
aluzukuzukubhalisa,a-lu-zuku-bhalis-a,a-lu-zuku-bhalis-a,aluzuku-bhalis-a
aluzukuzukubhema,a-lu-zuku-bhem-a,a-lu-zuku-bhem-a,aluzuku-bhem-a
aluzukuzukubhidlizwa,a-lu-zuku-bhidlizw-a,a-lu-zuku-bhidlizw-a,aluzuku-bhidlizw-a
aluzukuzukubhuntsha,a-lu-zuku-bhuntsh-a,a-lu-zuku-bhuntsh-a,aluzuku-bhuntsh-a
aluzukuzukubikezela,a-lu-zuku-bikezel-a,a-lu-zuku-bikezel-a,aluzuku-bikezel-a
aluzukuzukubingelelwa,a-lu-zuku-bingelelw-a,a-lu-zuku-bingelelw-a,aluzuku-bingelelw-a
aluzukuzukubipha,a-lu-zuku-biph-a,a-lu-zuku-biph-a,aluzuku-biph-a
aluzukuzukubolekisa,a-lu-zuku-bolekis-a,a-lu-zuku-bolekis-a,aluzuku-bolekis-a
aluzukuzukubulalela,a-lu-zuku-bulalel-a,a-lu-zuku-bulalel-a,aluzuku-bulalel-a
aluzukuzukubuyelwa,a-lu-zuku-buyelw-a,a-lu-zuku-buyelw-a,aluzuku-buyelw-a
aluzukuzukucangcatha,a-lu-zuku-cangcath-a,a-lu-zuku-cangcath-a,aluzuku-cangcath-a
aluzukuzukucaphuna,a-lu-zuku-caphun-a,a-lu-zuku-caphun-a,aluzuku-caphun-a
aluzukuzukuchaza,a-lu-zuku-chaz-a,a-lu-zuku-chaz-a,aluzuku-chaz-a
aluzukuzukucima,a-lu-zuku-cim-a,a-lu-zuku-cim-a,aluzuku-cim-a
aluzukuzukucuthela,a-lu-zuku-cuthel-a,ama-hora,aluzuku-cuthel-a
aluzukuzukucwaningela,a-lu-zuku-cwaningel-a,a-lu-zuku-cwaningel-a,aluzuku-cwaningel-a
aluzukuzukudaleka,a-lu-zuku-dalek-a,a-lu-zuku-dalek-a,aluzuku-dalek-a
aluzukuzukudambisela,a-lu-zuku-dambisel-a,a-lu-zuku-dambisel-a,aluzuku-dambisel-a
aluzukuzukudayisa,a-lu-zuku-dayis-a,a-lu-zuku-dayis-a,aluzuku-dayis-a
aluzukuzukudedelwa,a-lu-zuku-dedelw-a,a-lu-zuku-dedelw-a,aluzuku-dedelw-a
aluzukuzukudidisa,a-lu-zuku-didis-a,a-lu-zuku-didis-a,aluzuku-didis-a
aluzukuzukudlala,a-lu-zuku-dlal-a,a-lu-zuku-dlal-a,aluzuku-dlal-a
aluzukuzukudonsa,a-lu-zuku-dons-a,a-lu-zuku-dons-a,aluzuku-dons-a
aluzukuzukudonsela,a-lu-zuku-donsel-a,a-lu-zuku-donsel-a,aluzuku-donsel-a
aluzukuzukudonsisisa,a-lu-zuku-donsisis-a,a-lu-zuku-donsisis-a,aluzuku-donsisis-a
aluzukuzukudumazeka,a-lu-zuku-dumazek-a,a-lu-zuku-dumazek-a,aluzuku-dumazek-a
aluzukuzukufihlwa,a-lu-zuku-fihlw-a,a-lu-zuku-fihlw-a,aluzuku-fihlw-a
aluzukuzukufisa,a-lu-zuku-fis-a,a-lu-zuku-fis-a,aluzuku-fis-a
aluzukuzukufohloza,a-lu-zuku-fohloz-a,a-lu-zuku-fohloz-a,aluzuku-fohloz-a
aluzukuzukufuduka,a-lu-zuku-fuduk-a,uku-nga-endlalel-i,aluzuku-fuduk-a
aluzukuzukufukamela,a-lu-zuku-fukamel-a,a-lu-zuku-fukamel-a,aluzuku-fukamel-a
aluzukuzukufulathela,a-lu-zuku-fulathel-a,a-lu-zuku-fulathel-a,aluzuku-fulathel-a
aluzukuzukufuna,a-lu-zuku-fun-a,a-lu-zuku-fun-a,aluzuku-fun-a
aluzukuzukufuza,a-lu-zuku-fuz-a,a-lu-zuku-fuz-a,aluzuku-fuz-a
aluzukuzukugabisa,a-lu-zuku-gabis-a,a-lu-zuku-gabis-a,aluzuku-gabis-a
aluzukuzukugawula,a-lu-zuku-gawul-a,a-lu-zuku-gawul-a,aluzuku-gawul-a
aluzukuzukugcinwa,a-lu-zuku-gcinw-a,a-lu-zuku-gcinw-a,aluzuku-gcinw-a
aluzukuzukugeza,a-lu-zuku-gez-a,a-lu-zuku-gez-a,aluzuku-gez-a
aluzukuzukugqoka,a-lu-zuku-gqok-a,a-lu-zuku-gqok-a,aluzuku-gqok-a
aluzukuzukugqokela,a-lu-zuku-gqokel-a,a-lu-zuku-gqokel-a,aluzuku-gqokel-a
aluzukuzukugqugquzela,a-lu-zuku-gqugquzel-a,a-lu-zuku-gqugquzel-a,aluzuku-gqugquzel-a
aluzukuzukugudlula,a-lu-zuku-gudlul-a,a-lu-zuku-gudlul-a,aluzuku-gudlul-a
aluzukuzukugunda,a-lu-zuku-gund-a,a-lu-zuku-gund-a,aluzuku-gund-a
aluzukuzukugunya,a-lu-zuku-guny-a,a-lu-zuku-guny-a,aluzuku-guny-a
aluzukuzukugwaqa,a-lu-zuku-gwaq-a,a-lu-zuku-gwaq-a,aluzuku-gwaq-a
aluzukuzukugxumela,a-lu-zuku-gxumel-a,ama-bethe,aluzuku-gxumel-a
aluzukuzukuhaha,a-lu-zuku-hah-a,a-lu-zuku-hah-a,aluzuku-hah-a
aluzukuzukuhileleka,a-lu-zuku-hilelek-a,a-lu-zuku-hilelek-a,aluzuku-hilelek-a
aluzukuzukuhlakazeka,a-lu-zuku-hlakazek-a,a-lu-zuku-hlakazek-a,aluzuku-hlakazek-a
aluzukuzukuhlakula,a-lu-zuku-hlakul-a,a-lu-zuku-hlakul-a,aluzuku-hlakul-a
aluzukuzukuhlakulela,a-lu-zuku-hlakulel-a,a-lu-zuku-hlakulel-a,aluzuku-hlakulel-a
aluzukuzukuhlalwa,a-lu-zuku-hlalw-a,a-lu-zuku-hlalw-a,aluzuku-hlalw-a
aluzukuzukuhleba,a-lu-zuku-hleb-a,a-lu-zuku-hleb-a,aluzuku-hleb-a
aluzukuzukuhlenga,a-lu-zuku-hleng-a,a-lu-zuku-hleng-a,aluzuku-hleng-a
aluzukuzukuhlephuka,a-lu-zuku-hlephuk-a,a-lu-zuku-hlephuk-a,aluzuku-hlephuk-a
aluzukuzukuhlolela,a-lu-zuku-hlolel-a,a-lu-zuku-hlolel-a,aluzuku-hlolel-a
aluzukuzukuhlukana,a-lu-zuku-hlukan-a,a-lu-zuku-hlukan-a,aluzuku-hlukan-a
aluzukuzukuholela,a-lu-zuku-holel-a,a-lu-zuku-holel-a,aluzuku-holel-a
aluzukuzukujabulela,a-lu-zuku-jabulel-a,a-lu-zuku-jabulel-a,aluzuku-jabulel-a
aluzukuzukujiyisa,a-lu-zuku-jiyis-a,a-lu-zuku-jiyis-a,aluzuku-jiyis-a
aluzukuzukuketula,a-lu-zuku-ketul-a,a-lu-zuku-ketul-a,aluzuku-ketul-a
aluzukuzukukhalwa,a-lu-zuku-khalw-a,a-lu-zuku-khalw-a,aluzuku-khalw-a
aluzukuzukukhangelela,a-lu-zuku-khangelel-a,a-lu-zuku-khangelel-a,aluzuku-khangelel-a
aluzukuzukukhangelisisa,a-lu-zuku-khangelisis-a,a-lu-zuku-khangelisis-a,aluzuku-khangelisis-a
aluzukuzukukhankasela,a-lu-zuku-khankasel-a,a-lu-zuku-khankasel-a,aluzuku-khankasel-a
aluzukuzukukhathala,a-lu-zuku-khathal-a,a-lu-zuku-khathal-a,aluzuku-khathal-a
aluzukuzukukhononda,a-lu-zuku-khonond-a,a-lu-zuku-khonond-a,aluzuku-khonond-a
aluzukuzukukhothamela,a-lu-zuku-khothamel-a,a-lu-zuku-khothamel-a,aluzuku-khothamel-a
aluzukuzukukhuluma,a-lu-zuku-khulum-a,a-lu-zuku-khulum-a,aluzuku-khulum-a
aluzukuzukukhulumisana,a-lu-zuku-khulumisan-a,a-lu-zuku-khulumisan-a,aluzuku-khulumisan-a
aluzukuzukukhumbulela,a-lu-zuku-khumbulel-a,a-lu-zuku-khumbulel-a,aluzuku-khumbulel-a
aluzukuzukukhuna,a-lu-zuku-khun-a,a-lu-zuku-khun-a,aluzuku-khun-a
aluzukuzukukhunga,a-lu-zuku-khung-a,a-lu-zuku-khung-a,aluzuku-khung-a
aluzukuzukukhunyulwa,a-lu-zuku-khunyulw-a,a-lu-zuku-khunyulw-a,aluzuku-khunyulw-a
aluzukuzukulayela,a-lu-zuku-layel-a,a-lu-zuku-layel-a,aluzuku-layel-a
aluzukuzukulazisa,a-lu-zuku-lazis-a,a-lu-zuku-lazis-a,aluzuku-lazis-a
aluzukuzukulila,a-lu-zuku-lil-a,a-lu-zuku-lil-a,aluzuku-lil-a
aluzukuzukulindelwa,a-lu-zuku-lindelw-a,a-lu-zuku-lindelw-a,aluzuku-lindelw-a
aluzukuzukulingana,a-lu-zuku-lingan-a,a-lu-zuku-lingan-a,aluzuku-lingan-a
aluzukuzukulinganisela,a-lu-zuku-linganisel-a,a-lu-zuku-linganisel-a,aluzuku-linganisel-a
aluzukuzukulubeka,a-lu-zuku-lubek-a,a-lu-zuku-lubek-a,aluzuku-lubek-a
aluzukuzukuma,a-lu-zuku-m-a,a-lu-zuku-m-a,aluzuku-m-a
aluzukuzukumangalela,a-lu-zuku-mangalel-a,a-lu-zuku-mangalel-a,aluzuku-mangalel-a
aluzukuzukuminyanisa,a-lu-zuku-minyanis-a,a-lu-zuku-minyanis-a,aluzuku-minyanis-a
aluzukuzukumosa,a-lu-zuku-mos-a,a-lu-zuku-mos-a,aluzuku-mos-a
aluzukuzukumukelwa,a-lu-zuku-mukelw-a,a-lu-zuku-mukelw-a,aluzuku-mukelw-a
aluzukuzukumukisa,a-lu-zuku-mukis-a,a-lu-zuku-mukis-a,aluzuku-mukis-a
aluzukuzukunathwa,a-lu-zuku-nathw-a,a-lu-zuku-nathw-a,aluzuku-nathw-a
aluzukuzukuncenga,a-lu-zuku-nceng-a,a-lu-zuku-nceng-a,aluzuku-nceng-a
aluzukuzukundulula,a-lu-zuku-ndulul-a,a-lu-zuku-ndulul-a,aluzuku-ndulul-a
aluzukuzukunengwa,a-lu-zuku-nengw-a,a-lu-zuku-nengw-a,aluzuku-nengw-a
aluzukuzukunesisa,a-lu-zuku-nesis-a,a-lu-zuku-nesis-a,aluzuku-nesis-a
aluzukuzukungcola,a-lu-zuku-ngcol-a,a-lu-zuku-ngcol-a,aluzuku-ngcol-a
aluzukuzukungenisa,a-lu-zuku-ngenis-a,a-lu-zuku-ngenis-a,aluzuku-ngenis-a
aluzukuzukunikelwa,a-lu-zuku-nikelw-a,a-lu-zuku-nikelw-a,aluzuku-nikelw-a
aluzukuzukunikeza,a-lu-zuku-nikez-a,a-lu-zuku-nikez-a,aluzuku-nikez-a
aluzukuzukunikezwa,a-lu-zuku-nikezw-a,a-lu-zuku-nikezw-a,aluzuku-nikezw-a
aluzukuzukunqaba,a-lu-zuku-nqab-a,a-lu-zuku-nqab-a,aluzuku-nqab-a
aluzukuzukunqoba,a-lu-zuku-nqob-a,a-lu-zuku-nqob-a,aluzuku-nqob-a
aluzukuzukunqobisa,a-lu-zuku-nqobis-a,a-lu-zuku-nqobis-a,aluzuku-nqobis-a
aluzukuzukunya,a-lu-zuku-ny-a,a-lu-zuku-ny-a,aluzuku-ny-a
aluzukuzukunyakazisa,a-lu-zuku-nyakazis-a,a-lu-zuku-nyakazis-a,aluzuku-nyakazis-a
aluzukuzukunyanya,a-lu-zuku-nyany-a,a-lu-zuku-nyany-a,aluzuku-nyany-a
aluzukuzukuphalazela,a-lu-zuku-phalazel-a,a-lu-zuku-phalazel-a,aluzuku-phalazel-a
aluzukuzukuphanda,a-lu-zuku-phand-a,a-lu-zuku-phand-a,aluzuku-phand-a
aluzukuzukuphaphamisa,a-lu-zuku-phaphamis-a,a-lu-zuku-phaphamis-a,aluzuku-phaphamis-a
aluzukuzukuphekela,a-lu-zuku-phekel-a,a-lu-zuku-phekel-a,aluzuku-phekel-a
aluzukuzukuphela,a-lu-zuku-phel-a,a-lu-zuku-phel-a,aluzuku-phel-a
aluzukuzukuphendulela,a-lu-zuku-phendulel-a,a-lu-zuku-phendulel-a,aluzuku-phendulel-a
aluzukuzukuphenya,a-lu-zuku-pheny-a,a-lu-zuku-pheny-a,aluzuku-pheny-a
aluzukuzukupheshulwa,a-lu-zuku-pheshulw-a,a-lu-zuku-pheshulw-a,aluzuku-pheshulw-a
aluzukuzukuphikelela,a-lu-zuku-phikelel-a,a-lu-zuku-phikelel-a,aluzuku-phikelel-a
aluzukuzukuphindelela,a-lu-zuku-phindelel-a,a-lu-zuku-phindelel-a,aluzuku-phindelel-a
aluzukuzukuphotha,a-lu-zuku-photh-a,a-lu-zuku-photh-a,aluzuku-photh-a
aluzukuzukuphoxeka,a-lu-zuku-phoxek-a,a-lu-zuku-phoxek-a,aluzuku-phoxek-a
aluzukuzukuphozisa,a-lu-zuku-phozis-a,a-lu-zuku-phozis-a,aluzuku-phozis-a
aluzukuzukuphuculwa,a-lu-zuku-phuculw-a,a-lu-zuku-phuculw-a,aluzuku-phuculw-a
aluzukuzukuphula,a-lu-zuku-phul-a,a-lu-zuku-phul-a,aluzuku-phul-a
aluzukuzukuphumeka,a-lu-zuku-phumek-a,a-lu-zuku-phumek-a,aluzuku-phumek-a
aluzukuzukuphumelelisa,a-lu-zuku-phumelelis-a,a-lu-zuku-phumelelis-a,aluzuku-phumelelis-a
aluzukuzukuphumula,a-lu-zuku-phumul-a,a-lu-zuku-phumul-a,aluzuku-phumul-a
aluzukuzukuphupha,a-lu-zuku-phuph-a,a-lu-zuku-phuph-a,aluzuku-phuph-a
aluzukuzukuprofethwa,a-lu-zuku-profethw-a,a-lu-zuku-profethw-a,aluzuku-profethw-a
aluzukuzukuqagela,a-lu-zuku-qagel-a,a-lu-zuku-qagel-a,aluzuku-qagel-a
aluzukuzukuqala,a-lu-zuku-qala,a-lu-zuku-qala,aluzuku-qala
aluzukuzukuqalwa,a-lu-zuku-qalw-a,a-lu-zuku-qalw-a,aluzuku-qalw-a
aluzukuzukuqaphelisa,a-lu-zuku-qaphelis-a,a-lu-zuku-qaphelis-a,aluzuku-qaphelis-a
aluzukuzukuqenga,a-lu-zuku-qeng-a,a-lu-zuku-qeng-a,aluzuku-qeng-a
aluzukuzukuqhamuka,a-lu-zuku-qhamuk-a,a-lu-zuku-qhamuk-a,aluzuku-qhamuk-a
aluzukuzukuqhweba,a-lu-zuku-qhweb-a,a-lu-zuku-qhweb-a,aluzuku-qhweb-a
aluzukuzukuqonda,a-lu-zuku-qond-a,a-lu-zuku-qond-a,aluzuku-qond-a
aluzukuzukuqondisa,a-lu-zuku-qondis-a,a-lu-zuku-qondis-a,aluzuku-qondis-a
aluzukuzukuqotha,a-lu-zuku-qoth-a,a-lu-zuku-qoth-a,aluzuku-qoth-a
aluzukuzukuqulisa,a-lu-zuku-qulis-a,a-lu-zuku-qulis-a,aluzuku-qulis-a
aluzukuzukusabalalisa,a-lu-zuku-sabalalis-a,a-lu-zuku-sabalalis-a,aluzuku-sabalalis-a
aluzukuzukusangulukisa,a-lu-zuku-sangulukis-a,a-lu-zuku-sangulukis-a,aluzuku-sangulukis-a
aluzukuzukusebenzela,a-lu-zuku-sebenzel-a,a-lu-zuku-sebenzel-a,aluzuku-sebenzel-a
aluzukuzukusebenzisa,a-lu-zuku-sebenzis-a,a-lu-zuku-sebenzis-a,aluzuku-sebenzis-a
aluzukuzukusekela,a-lu-zuku-sekel-a,a-lu-zuku-sekel-a,aluzuku-sekel-a
aluzukuzukusekwa,a-lu-zuku-sekw-a,a-lu-zuku-sekw-a,aluzuku-sekw-a
aluzukuzukusela,a-lu-zuku-sel-a,a-lu-zuku-sel-a,aluzuku-sel-a
aluzukuzukushanela,a-lu-zuku-shanel-a,a-lu-zuku-shanel-a,aluzuku-shanel-a
aluzukuzukushayela,a-lu-zuku-shayel-a,a-lu-zuku-shayel-a,aluzuku-shayel-a
aluzukuzukushelela,a-lu-zuku-shelel-a,a-lu-zuku-shelel-a,aluzuku-shelel-a
aluzukuzukushesha,a-lu-zuku-shesh-a,a-lu-zuku-shesh-a,aluzuku-shesh-a
aluzukuzukusheshiseka,a-lu-zuku-sheshisek-a,a-lu-zuku-sheshisek-a,aluzuku-sheshisek-a
aluzukuzukushikashikeka,a-lu-zuku-shikashikek-a,a-lu-zuku-shikashikek-a,aluzuku-shikashikek-a
aluzukuzukushiselwa,a-lu-zuku-shiselw-a,a-lu-zuku-shiselw-a,aluzuku-shiselw-a
aluzukuzukushukumisa,a-lu-zuku-shukumis-a,a-lu-zuku-shukumis-a,aluzuku-shukumis-a
aluzukuzukusibekelwa,a-lu-zuku-sibekelw-a,a-lu-zuku-sibekelw-a,aluzuku-sibekelw-a
aluzukuzukusindisa,a-lu-zuku-sindis-a,a-lu-zuku-sindis-a,aluzuku-sindis-a
aluzukuzukusizeka,a-lu-zuku-sizek-a,a-lu-zuku-sizek-a,aluzuku-sizek-a
aluzukuzukusongela,a-lu-zuku-songel-a,a-lu-zuku-songel-a,aluzuku-songel-a
aluzukuzukusungula,a-lu-zuku-sungul-a,a-lu-zuku-sungul-a,aluzuku-sungul-a
aluzukuzukusungulwa,a-lu-zuku-sungulw-a,a-lu-zuku-sungulw-a,aluzuku-sungulw-a
aluzukuzukuthanda,a-lu-zuku-thand-a,a-lu-zuku-thand-a,aluzuku-thand-a
aluzukuzukuthatha,a-lu-zuku-thath-a,a-lu-zuku-thath-a,aluzuku-thath-a
aluzukuzukuthenga,a-lu-zuku-theng-a,a-lu-zuku-theng-a,aluzuku-theng-a
aluzukuzukutheza,a-lu-zuku-thez-a,a-lu-zuku-thez-a,aluzuku-thez-a
aluzukuzukuthi,a-lu-zuku-thi,a-lu-zuku-thi,aluzuku-thi
aluzukuzukuthisa,a-lu-zuku-this-a,a-lu-zuku-this-a,aluzuku-this-a
aluzukuzukuthola,a-lu-zuku-thol-a,a-lu-zuku-thol-a,aluzuku-thol-a
aluzukuzukutholakala,a-lu-zuku-tholakal-a,ama-langabi,aluzuku-tholakal-a
aluzukuzukuthuka,a-lu-zuku-thuk-a,a-lu-zuku-thuk-a,aluzuku-thuk-a
aluzukuzukuthukuthelela,a-lu-zuku-thukuthelel-a,a-lu-zuku-thukuthelel-a,aluzuku-thukuthelel-a
aluzukuzukutshaza,a-lu-zuku-tshaz-a,a-lu-zuku-tshaz-a,aluzuku-tshaz-a
aluzukuzukutshela,a-lu-zuku-tshel-a,a-lu-zuku-tshel-a,aluzuku-tshel-a
aluzukuzukutshinga,a-lu-zuku-tshing-a,a-lu-zuku-tshing-a,aluzuku-tshing-a
aluzukuzukuvalelisela,a-lu-zuku-valelisel-a,a-lu-zuku-valelisel-a,aluzuku-valelisel-a
aluzukuzukuvamisa,a-lu-zuku-vamis-a,a-lu-zuku-vamis-a,aluzuku-vamis-a
aluzukuzukuveza,a-lu-zuku-vez-a,a-lu-zuku-vez-a,aluzuku-vez-a
aluzukuzukuvezwa,a-lu-zuku-vezw-a,a-lu-zuku-vezw-a,aluzuku-vezw-a
aluzukuzukuvikeleka,a-lu-zuku-vikelek-a,a-lu-zuku-vikelek-a,aluzuku-vikelek-a
aluzukuzukuvota,a-lu-zuku-vot-a,a-lu-zuku-vot-a,aluzuku-vot-a
aluzukuzukuvuthelwa,a-lu-zuku-vuthelw-a,a-lu-zuku-vuthelw-a,aluzuku-vuthelw-a
aluzukuzukuwina,a-lu-zuku-win-a,a-lu-zuku-win-a,aluzuku-win-a
aluzukuzukuxazulula,a-lu-zuku-xazulul-a,a-lu-zuku-xazulul-a,aluzuku-xazulul-a
aluzukuzukuxina,a-lu-zuku-xin-a,a-lu-zuku-xin-a,aluzuku-xin-a
aluzukuzukuxolisa,a-lu-zuku-xolis-a,a-lu-zuku-xolis-a,aluzuku-xolis-a
aluzukuzukuzavula,a-lu-zuku-zavul-a,a-lu-zuku-zavul-a,aluzuku-zavul-a
aluzukuzukuzibekelela,a-lu-zuku-zibekelel-a,a-lu-zuku-zibekelel-a,aluzuku-zibekelel-a
aluzukuzukuzombiza,a-lu-zuku-zombiz-a,a-lu-zuku-zombiz-a,aluzuku-zombiz-a
aluzukuzukuzwana,a-lu-zuku-zwan-a,a-lu-zuku-zwan-a,aluzuku-zwan-a
aluzukwwamukelisa,a-lu-zu-kw-w-amukelis-a,a-lu-zukw-w-amukelis-a,aluzukw-w-amukelis-a
aluzukwwazi,a-lu-zu-kw-w-azi,a-lu-zukw-w-azi,aluzukw-w-azi
aluzukwwomisa,a-lu-zu-kw-w-omis-a,a-lu-zukw-w-omis-a,aluzukw-w-omis-a
aluzukwwongula,a-lu-zu-kw-w-ongul-a,a-lu-zukw-w-ongul-a,aluzukw-w-ongul-a
aluzukwzukwaba,a-lu-zu-kw-ab-a,a-lu-zukw-ab-a,aluzukw-ab-a
aluzukwzukwabuza,a-lu-zu-kw-abuz-a,a-lu-zukw-abuz-a,aluzukw-abuz-a
aluzukwzukwacusa,a-lu-zu-kw-acus-a,a-lu-zukw-acus-a,aluzukw-acus-a
aluzukwzukwakheka,a-lu-zu-kw-akhek-a,a-lu-zukw-akhek-a,aluzukw-akhek-a
aluzukwzukwakhelana,a-lu-zu-kw-akhelan-a,a-lu-zukw-akhelan-a,aluzukw-akhelan-a
aluzukwzukwala,a-lu-zu-kw-al-a,a-lu-zukw-al-a,aluzukw-al-a
aluzukwzukwaneliswa,a-lu-zu-kw-anelisw-a,a-lu-zukw-anelisw-a,aluzukw-anelisw-a
aluzukwzukwathela,a-lu-zu-kw-athel-a,a-lu-zukw-athel-a,aluzukw-athel-a
aluzukwzukwazelela,a-lu-zu-kw-azelel-a,a-lu-zukw-azelel-a,aluzukw-azelel-a
aluzukwzukwazi,a-lu-zu-kw-azi,a-lu-zukw-azi,aluzukw-azi
aluzukwzukwecha,a-lu-zu-kw-ech-a,a-lu-zukw-ech-a,aluzukw-ech-a
aluzukwzukwehlisa,a-lu-zu-kw-ehlis-a,a-lu-zukw-ehlis-a,aluzukw-ehlis-a
aluzukwzukwemukela,a-lu-zu-kw-emukel-a,a-lu-zukw-emukel-a,aluzukw-emukel-a
aluzukwzukwenanela,a-lu-zu-kw-enanel-a,a-lu-zukw-enanel-a,aluzukw-enanel-a
aluzukwzukwengamelwa,a-lu-zu-kw-engamelw-a,a-lu-zukw-engamelw-a,aluzukw-engamelw-a
aluzukwzukwenza,a-lu-zu-kw-enz-a,a-lu-zukw-enz-a,aluzukw-enz-a
aluzukwzukwenzana,a-lu-zu-kw-enzan-a,a-lu-zukw-enzan-a,aluzukw-enzan-a
aluzukwzukwenzeka,a-lu-zu-kw-enzek-a,a-lu-zukw-enzek-a,aluzukw-enzek-a
aluzukwzukwenzela,a-lu-zu-kw-enzel-a,a-lu-zukw-enzel-a,aluzukw-enzel-a
aluzukwzukwenzelela,a-lu-zu-kw-enzelel-a,a-lu-zukw-enzelel-a,aluzukw-enzelel-a
aluzukwzukwephukela,a-lu-zu-kw-ephukel-a,a-lu-zukw-ephukel-a,aluzukw-ephukel-a
aluzukwzukweqiwa,a-lu-zu-kw-eqiw-a,a-lu-zukw-eqiw-a,aluzukw-eqiw-a
aluzukwzukwesuka,a-lu-zu-kw-esuk-a,a-lu-zukw-esuk-a,aluzukw-esuk-a
aluzukwzukwethwesa,a-lu-zu-kw-ethwes-a,a-lu-zukw-ethwes-a,aluzukw-ethwes-a
aluzukwzukwoma,a-lu-zu-kw-om-a,a-lu-zukw-om-a,aluzukw-om-a
aluzukwzukwongeza,a-lu-zu-kw-ongez-a,a-lu-zukw-ongez-a,aluzukw-ongez-a
aluzukwzukwophisa,a-lu-zu-kw-ophis-a,a-lu-zukw-ophis-a,aluzukw-ophis-a
alwa,a-lw-a,a-lw-a,ne-zifon-om-aa-lw-a
amaafrika,a-ma-afrika,ama-afrika,amaafrika
amabasa,a-ma-basa,a-ng-enz-anga,amabasa
amadumbe,a-ma-dumbe,ama-dumbe,amadumbea-bhinc-a
amafuthayelaphayo,a-ma-futha-elaph-a-yo,ama-futha-elaph-a-yo,amafutha-elaph-a-yo
amageja,a-ma-geja,ama-geja,amagejan-om-a
amajudayelekelelayo,a-ma-juda-elekelel-a-yo,ama-juda-elekelel-a-yo,amajuda-elekelel-a-yo
amaloboloyanelisayo,a-ma-lobolo-anelis-a-yo,ama-lobolo-anelis-a-yo,amalobolo-anelis-a-yo
amalunguyaziwayo,a-ma-lungu-aziw-a-yo,ama-lungu-aziw-a-yo,amalungu-aziw-a-yo
amamathekela,a-mamathekel-a,a-mamathekel-a,nge-zinkanyezi
amananiyandayo,a-ma-nani-and-a-yo,ama-nani-and-a-yo,amanani-and-a-yo
amangalisa,a-mangalis-a,a-mangalis-a,kakhulu
amangxenye,a-ma-ngxenye,ama-ngxenye,amangxenyea-khukhuz-a
amanyala,a-ma-nyala,ama-nyala,amanyala-k-eph-a
amaphesentiyandayo,a-ma-phesenti-and-a-yo,ama-phesenti-and-a-yo,amaphesenti-and-a-yo
amarekhodiyalelayo,a-ma-rekhodi-alel-a-yo,ama-rekhodi-alel-a-yo,amarekhodi-alel-a-yo
amashayethulwayo,a-ma-sha-ethulw-a-yo,a-ma-sha-ethulw-a-yo,ama-sha-ethulw-a-yo
amasikoyonakalisayo,a-ma-siko-onakalis-a-yo,ama-siko-onakalis-a-yo,amasiko-onakalis-a-yo
amasu,a-ma-su,ama-su,o-ku-b-a
amathonyayonakalisayo,a-ma-thonya-onakalis-a-yo,ama-thonya-onakalis-a-yo,amathonya-onakalis-a-yo
amaza,a-ma-za,ama-za,amazaa-bizw-a
amazi,a-m-azi,a-m-azi,uku-ethiw-a
amazwiyelaphayo,a-ma-zwi-elaph-a-yo,ama-zwi-elaph-a-yo,amazwi-elaph-a-yo
ambamba,a-m-bamb-a,a-m-bamb-a,a-ba-shay-a
ambatha,a-mbath-a,a-mbath-a,ezilendlel-e
ambuza,a-m-buz-a,a-m-buz-a,thina
amela,a-mel-a,a-mel-a,uhulumeni
amelana,a-melan-a,a-melan-a,na-kho
amemeza,a-memez-a,a-memez-a,inkemba
amgodlele,a-m-godlel-e,a-m-godlel-e,am-godlel-ek-on-a
amhlangabeza,a-m-hlangabez-a,a-m-hlangabez-a,ozo-chamw-a
amiswa,a-misw-a,a-misw-a,ibhayibheli
amkapakela,a-m-kapakel-a,a-m-kapakel-a,amaqembu
amkhuthaza,a-m-khuthaz-a,a-m-khuthaz-a,lapho
ammangalela,a-m-mangalel-a,a-m-mangalel-a,a-m-mangalel-a
ammbela,a-m-mbel-a,a-m-mbel-a,am-mbel-a
ammbele,a-m-mbel-e,a-m-mbel-e,a-m-mbel-e
ammisile,a-m-mis-ile,a-m-mis-ile,a-m-mis-ile
ammumatha,a-m-mumath-a,a-m-mumath-a,a-m-mumath-a
